Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 1742;São Paulo;7910;01;000701;13/04/2018;01/07/2021;451772,44; R$ 199.411,88 ; R$ 175.957,32 ; R$ 627.729,76 
CLIENTE 1743;São Paulo;7910;01;000310;16/04/2018;01/07/2021;429087,97; R$ 204.957,51 ; R$ 180.094,89 ; R$ 609.182,86 
CLIENTE 1744;São Paulo;7910;01;000601;16/04/2018;01/07/2021;435619,22; R$ 193.639,59 ; R$ 171.125,09 ; R$ 606.744,31 
CLIENTE 1745;São Paulo;7910;01;000610;16/04/2018;01/07/2021;435640,47; R$ 210.189,99 ; R$ 185.071,95 ; R$ 620.712,42 
CLIENTE 1746;São Paulo;7910;01;000810;16/04/2018;01/07/2021;440850,4; R$ 209.696,37 ; R$ 184.291,03 ; R$ 625.141,43 
CLIENTE 1747;São Paulo;7910;01;000918;16/04/2018;01/07/2021;37962,49; R$ 465.447,89 ; R$ 413.494,65 ; R$ 451.457,14 
CLIENTE 1748;São Paulo;7910;01;000614;19/04/2018;01/07/2021;460052,46; R$ 211.237,12 ; R$ 185.990,72 ; R$ 646.043,18 
CLIENTE 1749;São Paulo;7910;01;000703;19/04/2018;01/07/2021;336670,36; R$ 192.749,17 ; R$ 171.048,51 ; R$ 507.718,87 
CLIENTE 1750;São Paulo;7910;01;000704;19/04/2018;01/07/2021;445272,69; R$ 236.248,81 ; R$ 209.612,81 ; R$ 654.885,50 
CLIENTE 1751;São Paulo;7910;01;000919;19/04/2018;01/07/2021;359971,66; R$ 159.681,16 ; R$ 140.856,17 ; R$ 500.827,83 
CLIENTE 1752;São Paulo;7910;01;000411;20/04/2018;01/07/2021;388652,52; R$ 226.728,00 ; R$ 198.470,69 ; R$ 587.123,21 
CLIENTE 1753;São Paulo;7910;01;000508;20/04/2018;01/07/2021;356276,8; R$ 157.976,09 ; R$ 139.618,55 ; R$ 495.895,35 
CLIENTE 1754;São Paulo;7910;01;000912;20/04/2018;01/07/2021;359971,27; R$ 159.837,81 ; R$ 140.986,90 ; R$ 500.958,17 
CLIENTE 1755;São Paulo;7910;01;000705;23/04/2018;01/07/2021;427015,72; R$ 195.103,85 ; R$ 173.390,97 ; R$ 600.406,69 
CLIENTE 1756;São Paulo;7910;01;000902;23/04/2018;01/07/2021;350921,79; R$ 181.673,49 ; R$ 160.970,35 ; R$ 511.892,14 
CLIENTE 1757;São Paulo;7910;01;000416;24/04/2018;01/07/2021;385481,48; R$ 227.193,22 ; R$ 204.685,59 ; R$ 590.167,07 
CLIENTE 1758;São Paulo;7910;01;000709;24/04/2018;01/07/2021;354066,67; R$ 174.420,93 ; R$ 155.701,92 ; R$ 509.768,59 
CLIENTE 1759;São Paulo;7910;01;000710;24/04/2018;01/07/2021;68378,38; R$ 512.786,40 ; R$ 447.844,98 ; R$ 516.223,36 
CLIENTE 1760;São Paulo;7910;01;000714;24/04/2018;01/07/2021;462331,96; R$ 220.130,99 ; R$ 193.886,17 ; R$ 656.218,13 
CLIENTE 1761;São Paulo;7910;01;000903;25/04/2018;01/07/2021;321326,18; R$ 194.251,74 ; R$ 161.799,49 ; R$ 483.125,67 
CLIENTE 1762;São Paulo;7910;01;000507;27/04/2018;01/07/2021;314916,86; R$ 335.483,97 ; R$ 291.243,26 ; R$ 606.160,12 
CLIENTE 1763;São Paulo;7910;01;000309;30/04/2018;01/07/2021;348621,42; R$ 169.294,97 ; R$ 150.680,34 ; R$ 499.301,76 
CLIENTE 1764;São Paulo;7910;01;000720;30/04/2018;01/07/2021;434966,63; R$ 209.992,24 ; R$ 184.242,66 ; R$ 619.209,29 
CLIENTE 1765;São Paulo;7910;01;000212;30/04/2018;01/07/2021;347679,94; R$ 154.170,66 ; R$ 135.988,80 ; R$ 483.668,74 
CLIENTE 1766;São Paulo;7910;01;000420;30/04/2018;01/07/2021;432206,35; R$ 191.876,08 ; R$ 169.252,94 ; R$ 601.459,29 
CLIENTE 1767;São Paulo;7910;01;000206;30/04/2018;01/07/2021;400160,53; R$ 189.370,13 ; R$ 166.414,27 ; R$ 566.574,80 
CLIENTE 1768;São Paulo;7910;01;000305;30/04/2018;01/07/2021;410867,45; R$ 182.694,67 ; R$ 161.475,89 ; R$ 572.343,34 
CLIENTE 1769;São Paulo;7910;01;000306;30/04/2018;01/07/2021;410867,5; R$ 182.619,64 ; R$ 161.410,64 ; R$ 572.278,14 
CLIENTE 1770;São Paulo;7910;01;000311;30/04/2018;01/07/2021;410315,7; R$ 212.784,35 ; R$ 183.114,50 ; R$ 593.430,20 
CLIENTE 1771;São Paulo;7910;01;000409;30/04/2018;01/07/2021;254508,98; R$ 233.723,12 ; R$ 202.110,94 ; R$ 456.619,92 
CLIENTE 1772;São Paulo;7910;01;000410;11/05/2018;01/07/2021;270212,57; R$ 333.065,91 ; R$ 285.537,46 ; R$ 555.750,03 
CLIENTE 1773;São Paulo;7910;01;000801;18/05/2018;01/07/2021;440884,8; R$ 196.085,84 ; R$ 173.329,21 ; R$ 614.214,01 
CLIENTE 1774;São Paulo;7910;01;000619;25/06/2018;01/07/2021;390284,7; R$ 152.418,14 ; R$ 135.153,84 ; R$ 525.438,54 
CLIENTE 1775;São Paulo;7910;01;000501;30/06/2018;01/07/2021;457861,36; R$ 206.874,02 ; R$ 184.665,42 ; R$ 642.526,78 
CLIENTE 1776;São Paulo;7910;01;000211;19/07/2018;01/07/2021;449251,71; R$ 195.511,62 ; R$ 173.464,66 ; R$ 622.716,37 
CLIENTE 1777;São Paulo;7910;01;000102;31/07/2018;01/07/2021;364149,95; R$ 166.246,90 ; R$ 150.578,43 ; R$ 514.728,38 
CLIENTE 1778;São Paulo;7910;01;000315;03/08/2018;01/07/2021;431780,59; R$ 194.643,39 ; R$ 172.619,28 ; R$ 604.399,87 
CLIENTE 1779;São Paulo;7910;01;000403;14/09/2018;01/07/2021;373739,56; R$ 160.878,58 ; R$ 145.013,81 ; R$ 518.753,37 
CLIENTE 1780;São Paulo;7910;01;000111;30/11/2018;01/07/2021;430209,08; R$ 198.454,72 ; R$ 179.698,24 ; R$ 609.907,32 
CLIENTE 1781;São Paulo;7910;01;000609;21/06/2019;01/07/2021;355063,09; R$ 147.172,22 ; R$ 134.267,09 ; R$ 489.330,18 
CLIENTE 1782;São Paulo;7910;01;000901;23/10/2019;01/07/2021;422042,88; R$ 205.160,66 ; R$ 189.007,70 ; R$ 611.050,58 
CLIENTE 1783;São Paulo;7910;01;000201;15/09/2020;01/07/2021;415412,49; R$ 171.619,38 ; R$ 166.911,91 ; R$ 582.324,40 
CLIENTE 1784;São Paulo;7910;01;000202;05/06/2020;01/07/2021;137529,7; R$ 334.844,29 ; R$ 308.250,11 ; R$ 445.779,81 
CLIENTE 1785;São Paulo;7910;01;000307;31/12/2020;01/07/2021;405810,39; R$ 220.279,37 ; R$ 212.808,22 ; R$ 618.618,61 
CLIENTE 1786;São Paulo;7910;01;000316;07/08/2018;01/07/2021;433919,98; R$ 196.894,26 ; R$ 177.549,05 ; R$ 611.469,03 
CLIENTE 1787;São Paulo;7910;01;000516;24/04/2018;01/07/2021;230713,02; R$ 378.345,53 ; R$ 349.135,18 ; R$ 579.848,20 
CLIENTE 1788;São Paulo;7821;01;000093;30/11/2017;01/03/2021;423859,16; R$ 466.346,74 ; R$ 386.649,98 ; R$ 810.509,14 
CLIENTE 1789;São Paulo;7821;01;000141;30/11/2017;01/03/2021;600510,24; R$ 789.997,79 ; R$ 674.800,89 ; R$ 1.275.311,13 
CLIENTE 1790;São Paulo;7821;01;000136;30/11/2017;01/03/2021;678377,47; R$ 325.255,34 ; R$ 284.663,71 ; R$ 963.041,18 
CLIENTE 1791;São Paulo;7821;01;000166;30/11/2017;01/03/2021;707379,6; R$ 344.151,70 ; R$ 297.784,72 ; R$ 1.005.164,32 
CLIENTE 1792;São Paulo;7821;01;000182;30/11/2017;01/03/2021;637007,49; R$ 830.915,46 ; R$ 710.587,14 ; R$ 1.347.594,63 
CLIENTE 1793;São Paulo;7823;01;000053;30/11/2017;01/03/2021;1119842,84; R$ 544.260,05 ; R$ 482.110,97 ; R$ 1.601.953,81 
CLIENTE 1794;São Paulo;7823;01;000244;26/12/2017;01/03/2021;234754,15; R$ 1.366.063,59 ; R$ 1.141.114,55 ; R$ 1.375.868,70 
CLIENTE 1795;São Paulo;7823;01;000131;29/12/2017;01/03/2021;1010173,06; R$ 738.077,93 ; R$ 638.043,18 ; R$ 1.648.216,24 
CLIENTE 1796;São Paulo;7823;01;000051;31/12/2017;01/03/2021;985067,34; R$ 569.803,74 ; R$ 475.292,28 ; R$ 1.460.359,62 
CLIENTE 1797;São Paulo;7821;01;000131;07/06/2018;01/03/2021;1274,65; R$ 1.328.670,28 ; R$ 1.125.620,15 ; R$ 1.126.894,80 
CLIENTE 1798;São Paulo;7823;01;000142;09/11/2018;01/03/2021;222628,09; R$ 1.503.665,28 ; R$ 1.383.136,32 ; R$ 1.605.764,41 
CLIENTE 1799;São Paulo;9330;01;000153;11/12/2018;01/10/2021;1141344,37; R$ 712.789,12 ; R$ 627.226,01 ; R$ 1.768.570,38 
CLIENTE 1800;São Paulo;7821;01;000185;13/12/2018;01/03/2021;1073520,22; R$ 506.119,14 ; R$ 448.037,40 ; R$ 1.521.557,62 
CLIENTE 1801;São Paulo;9330;01;000194;31/12/2018;01/10/2021;1415174,74; R$ 583.499,15 ; R$ 516.351,99 ; R$ 1.931.526,73 
CLIENTE 1802;São Paulo;7823;01;000041;25/03/2019;01/03/2021;985888,83; R$ 721.553,69 ; R$ 658.029,24 ; R$ 1.643.918,07 
CLIENTE 1803;São Paulo;7821;01;000212;23/08/2019;01/03/2021;1209,45; R$ 1.371.800,45 ; R$ 1.226.741,23 ; R$ 1.227.950,68 
CLIENTE 1804;São Paulo;7734;01;000182;29/03/2021;01/07/2024;1343942,13; R$ 899.936,95 ; R$ 887.931,97 ; R$ 2.231.874,10 
CLIENTE 1805;São Paulo;7821;01;000012;11/12/2017;01/03/2021;1100769,52; R$ 329.455,03 ; R$ 273.173,01 ; R$ 1.373.942,53 
CLIENTE 1806;São Paulo;7821;01;000014;08/12/2017;01/03/2021;653910,18; R$ 774.940,44 ; R$ 719.395,14 ; R$ 1.373.305,32 
CLIENTE 1807;São Paulo;7821;01;000044;28/02/2018;01/03/2021;653240,61; R$ 672.228,05 ; R$ 577.282,32 ; R$ 1.230.522,93 
CLIENTE 1808;São Paulo;7821;01;000062;30/11/2017;01/03/2021;871204,56; R$ 504.902,54 ; R$ 440.863,78 ; R$ 1.312.068,34 
CLIENTE 1809;São Paulo;7821;01;000106;06/12/2017;01/03/2021;585335,24; R$ 409.980,87 ; R$ 365.796,91 ; R$ 951.132,15 
CLIENTE 1810;São Paulo;7821;01;000113;12/12/2017;01/03/2021;473160,98; R$ 434.902,37 ; R$ 364.725,42 ; R$ 837.886,40 
CLIENTE 1811;São Paulo;7821;01;000152;13/03/2020;01/03/2021;813337,48; R$ 594.610,31 ; R$ 543.899,88 ; R$ 1.357.237,36 
CLIENTE 1812;São Paulo;7821;01;000176;29/11/2017;01/03/2021;607795,5; R$ 446.580,92 ; R$ 395.785,82 ; R$ 1.003.581,32 
CLIENTE 1813;São Paulo;8312;01;000101;23/03/2021;01/07/2023;516457,05; R$ 7.049,76 ; R$ 6.919,00 ; R$ 523.376,05 
CLIENTE 1814;São Paulo;8312;01;000105;29/01/2021;01/07/2023;347921,09; R$ 101.555,73 ; R$ 98.878,52 ; R$ 446.799,61 
CLIENTE 1815;São Paulo;8312;01;000106;22/04/2021;01/07/2023;178047,29; R$ 229.360,90 ; R$ 229.360,90 ; R$ 407.408,19 
CLIENTE 1816;São Paulo;8312;01;000108;31/08/2020;01/07/2023;501727,62; R$ 200.848,58 ; R$ 182.904,69 ; R$ 684.632,31 
CLIENTE 1817;São Paulo;8312;01;000109;31/08/2020;01/07/2023;372236,4; R$ 204.919,46 ; R$ 186.607,49 ; R$ 558.843,89 
CLIENTE 1818;São Paulo;8312;01;000111;20/10/2020;01/07/2023;361114,24; R$ 61.715,93 ; R$ 58.597,49 ; R$ 419.711,73 
CLIENTE 1819;São Paulo;8312;01;000120;31/03/2021;01/07/2023;400897,5; R$ 5.276,88 ; R$ 5.179,00 ; R$ 406.076,50 
CLIENTE 1820;São Paulo;8312;01;000122;10/09/2020;01/07/2023;396466,56; R$ 28.176,67 ; R$ 26.720,82 ; R$ 423.187,38 
CLIENTE 1821;São Paulo;8312;01;000202;31/01/2021;01/07/2023;359643,12; R$ 111.658,02 ; R$ 108.200,41 ; R$ 467.843,53 
CLIENTE 1822;São Paulo;8312;01;000203;17/02/2021;01/07/2023;443613,95; R$ 19.017,41 ; R$ 18.500,00 ; R$ 462.113,95 
CLIENTE 1823;São Paulo;8312;01;000204;23/12/2020;01/07/2023;380784,55; R$ 67.437,34 ; R$ 64.323,20 ; R$ 445.107,75 
CLIENTE 1824;São Paulo;8312;01;000205;28/02/2021;01/07/2023;451624,96; R$ 7.210,77 ; R$ 7.063,63 ; R$ 458.688,59 
CLIENTE 1825;São Paulo;8312;01;000206;16/03/2021;01/07/2023;460351,04; R$ 7.249,82 ; R$ 7.115,34 ; R$ 467.466,38 
CLIENTE 1826;São Paulo;8312;01;000214;28/12/2020;01/07/2023;353402,38; R$ 78.492,32 ; R$ 76.459,05 ; R$ 429.861,43 
CLIENTE 1827;São Paulo;8312;01;000216;31/12/2020;01/07/2023;403513,08; R$ 53.888,27 ; R$ 52.025,43 ; R$ 455.538,51 
CLIENTE 1828;São Paulo;8312;01;000217;04/03/2021;01/07/2023;343838; R$ 128.759,10 ; R$ 126.389,76 ; R$ 470.227,76 
CLIENTE 1829;São Paulo;8312;01;000218;31/01/2021;01/07/2023;449843,78; R$ 21.650,86 ; R$ 21.415,76 ; R$ 471.259,54 
CLIENTE 1830;São Paulo;8312;01;000219;13/04/2021;01/07/2023;465264,66; R$ 5.307,75 ; R$ 5.307,75 ; R$ 470.572,41 
CLIENTE 1831;São Paulo;8312;01;000221;09/02/2021;01/07/2023;310194,43; R$ 133.523,83 ; R$ 129.891,04 ; R$ 440.085,47 
CLIENTE 1832;São Paulo;8312;01;000224;26/10/2020;01/07/2023;532579,72; R$ 51.589,36 ; R$ 49.369,60 ; R$ 581.949,32 
CLIENTE 1833;São Paulo;8312;01;000301;26/10/2020;01/07/2023;193693,01; R$ 337.430,74 ; R$ 314.222,50 ; R$ 507.915,51 
CLIENTE 1834;São Paulo;8312;01;000302;20/10/2020;01/07/2023;390663,42; R$ 91.074,93 ; R$ 86.822,88 ; R$ 477.486,30 
CLIENTE 1835;São Paulo;8312;01;000303;31/08/2020;01/07/2023;316274,32; R$ 124.228,65 ; R$ 114.798,13 ; R$ 431.072,45 
CLIENTE 1836;São Paulo;8312;01;000306;22/09/2020;01/07/2023;265428,91; R$ 161.839,84 ; R$ 152.870,56 ; R$ 418.299,47 
CLIENTE 1837;São Paulo;8312;01;000309;31/08/2020;01/07/2023;616196,73; R$ 52.977,11 ; R$ 49.208,01 ; R$ 665.404,74 
CLIENTE 1838;São Paulo;8312;01;000314;21/09/2020;01/07/2023;382738,46; R$ 66.156,84 ; R$ 61.521,14 ; R$ 444.259,60 
CLIENTE 1839;São Paulo;8312;01;000316;17/09/2020;01/07/2023;283275,44; R$ 148.502,92 ; R$ 142.479,15 ; R$ 425.754,59 
CLIENTE 1840;São Paulo;8312;01;000318;22/09/2020;01/07/2023;430697,27; R$ 29.372,95 ; R$ 27.965,71 ; R$ 458.662,98 
CLIENTE 1841;São Paulo;8312;01;000319;18/09/2020;01/07/2023;249612,57; R$ 188.760,63 ; R$ 178.014,79 ; R$ 427.627,36 
CLIENTE 1842;São Paulo;8312;01;000323;19/08/2020;01/07/2023;1115,6; R$ 378.769,47 ; R$ 351.427,69 ; R$ 352.543,29 
CLIENTE 1843;São Paulo;8312;01;000324;30/09/2020;01/07/2023;470626,52; R$ 84.986,48 ; R$ 78.989,44 ; R$ 549.615,96 
CLIENTE 1844;São Paulo;8312;01;000402;31/12/2020;01/07/2023;366789,76; R$ 105.544,91 ; R$ 101.157,37 ; R$ 467.947,13 
CLIENTE 1845;São Paulo;8312;01;000404;15/09/2020;01/07/2023;410732,73; R$ 38.393,43 ; R$ 35.673,06 ; R$ 446.405,79 
CLIENTE 1846;São Paulo;8312;01;000409;11/11/2020;01/07/2023;482012,37; R$ 162.959,05 ; R$ 156.070,06 ; R$ 638.082,43 
CLIENTE 1847;São Paulo;8312;01;000412;16/09/2020;01/07/2023;420844,05; R$ 30.532,68 ; R$ 29.474,12 ; R$ 450.318,17 
CLIENTE 1848;São Paulo;8312;01;000414;22/09/2020;01/07/2023;82189,62; R$ 323.126,61 ; R$ 300.295,25 ; R$ 382.484,87 
CLIENTE 1849;São Paulo;8312;01;000416;16/09/2020;01/07/2023;163192,74; R$ 214.021,60 ; R$ 206.508,87 ; R$ 369.701,61 
CLIENTE 1850;São Paulo;8312;01;000417;15/09/2020;01/07/2023;62806,41; R$ 353.427,42 ; R$ 334.621,01 ; R$ 397.427,42 
CLIENTE 1851;São Paulo;8312;01;000418;18/09/2020;01/07/2023;328185,54; R$ 92.117,14 ; R$ 86.346,02 ; R$ 414.531,56 
CLIENTE 1852;São Paulo;8312;01;000420;16/09/2020;01/07/2023;163192,74; R$ 214.021,60 ; R$ 206.508,87 ; R$ 369.701,61 
CLIENTE 1853;São Paulo;8312;01;000423;19/08/2020;01/07/2023;1115,6; R$ 373.280,57 ; R$ 349.338,56 ; R$ 350.454,16 
CLIENTE 1854;São Paulo;8312;01;000424;30/09/2020;01/07/2023;661,63; R$ 449.121,93 ; R$ 421.069,47 ; R$ 421.731,10 
CLIENTE 1855;São Paulo;8312;01;000506;30/09/2020;01/07/2023;164841,78; R$ 211.962,24 ; R$ 196.900,40 ; R$ 361.742,18 
CLIENTE 1856;São Paulo;8312;01;000507;30/09/2020;01/07/2023;246408,51; R$ 307.486,32 ; R$ 285.718,21 ; R$ 532.126,72 
CLIENTE 1857;São Paulo;8312;01;000508;22/02/2021;01/07/2023;799674,32; R$ 8.223,74 ; R$ 8.000,00 ; R$ 807.674,32 
CLIENTE 1858;São Paulo;8312;01;000509;31/08/2020;01/07/2023;637072,38; R$ 36.267,72 ; R$ 34.348,89 ; R$ 671.421,27 
CLIENTE 1859;São Paulo;8312;01;000514;17/09/2020;01/07/2023;428948,84; R$ 24.210,81 ; R$ 23.062,28 ; R$ 452.011,12 
CLIENTE 1860;São Paulo;8312;01;000515;30/09/2020;01/07/2023;166838,44; R$ 212.279,15 ; R$ 197.214,40 ; R$ 364.052,84 
CLIENTE 1861;São Paulo;8312;01;000518;21/09/2020;01/07/2023;423617,58; R$ 27.873,35 ; R$ 26.554,81 ; R$ 450.172,39 
CLIENTE 1862;São Paulo;8312;01;000521;16/09/2020;01/07/2023;422512,58; R$ 31.877,08 ; R$ 30.439,03 ; R$ 452.951,61 
CLIENTE 1863;São Paulo;8312;01;000522;15/09/2020;01/07/2023;273767,35; R$ 151.521,23 ; R$ 141.637,35 ; R$ 415.404,70 
CLIENTE 1864;São Paulo;8312;01;000601;30/09/2020;01/07/2023;502633,51; R$ 38.262,48 ; R$ 35.932,19 ; R$ 538.565,70 
CLIENTE 1865;São Paulo;8312;01;000603;31/08/2020;01/07/2023;447147,87; R$ 22.670,38 ; R$ 21.432,27 ; R$ 468.580,14 
CLIENTE 1866;São Paulo;8312;01;000605;17/09/2020;01/07/2023;171651,28; R$ 222.473,74 ; R$ 202.972,60 ; R$ 374.623,88 
CLIENTE 1867;São Paulo;8312;01;000608;30/09/2020;01/07/2023;740102,15; R$ 55.641,07 ; R$ 53.558,45 ; R$ 793.660,60 
CLIENTE 1868;São Paulo;8312;01;000609;21/09/2020;01/07/2023;536657,88; R$ 68.683,41 ; R$ 63.906,16 ; R$ 600.564,04 
CLIENTE 1869;São Paulo;8312;01;000611;31/08/2020;01/07/2023;441932,37; R$ 26.784,08 ; R$ 25.220,97 ; R$ 467.153,34 
CLIENTE 1870;São Paulo;8312;01;000612;17/09/2020;01/07/2023;413093,95; R$ 36.795,38 ; R$ 35.122,09 ; R$ 448.216,04 
CLIENTE 1871;São Paulo;8312;01;000613;31/08/2020;01/07/2023;441932,37; R$ 26.784,08 ; R$ 25.220,97 ; R$ 467.153,34 
CLIENTE 1872;São Paulo;8312;01;000615;31/08/2020;01/07/2023;447147,87; R$ 22.658,63 ; R$ 21.420,92 ; R$ 468.568,79 
CLIENTE 1873;São Paulo;8312;01;000622;19/08/2020;01/07/2023;373047,51; R$ 77.655,36 ; R$ 71.682,20 ; R$ 444.729,71 
CLIENTE 1874;São Paulo;8312;01;000702;15/09/2020;01/07/2023;365870,43; R$ 92.627,23 ; R$ 85.571,33 ; R$ 451.441,76 
CLIENTE 1875;São Paulo;8312;01;000705;31/08/2020;01/07/2023;303681,97; R$ 155.798,71 ; R$ 145.222,35 ; R$ 448.904,32 
CLIENTE 1876;São Paulo;8312;01;000707;21/09/2020;01/07/2023;540214,74; R$ 68.652,93 ; R$ 63.881,27 ; R$ 604.096,01 
CLIENTE 1877;São Paulo;8312;01;000710;21/09/2020;01/07/2023;762541,41; R$ 39.121,13 ; R$ 37.250,61 ; R$ 799.792,02 
CLIENTE 1878;São Paulo;8312;01;000715;21/09/2020;01/07/2023;359908,57; R$ 99.563,01 ; R$ 93.684,81 ; R$ 453.593,38 
CLIENTE 1879;São Paulo;8312;01;000716;31/10/2020;01/07/2023;137221,83; R$ 285.177,76 ; R$ 265.520,13 ; R$ 402.741,96 
CLIENTE 1880;São Paulo;8312;01;000720;25/08/2020;01/07/2023;119232,93; R$ 283.253,04 ; R$ 264.673,75 ; R$ 383.906,68 
CLIENTE 1881;São Paulo;8312;01;000722;20/08/2020;01/07/2023;334153,16; R$ 102.211,65 ; R$ 96.134,66 ; R$ 430.287,82 
CLIENTE 1882;São Paulo;8312;01;000723;15/08/2020;01/07/2023;397411,18; R$ 76.110,97 ; R$ 71.987,15 ; R$ 469.398,33 
CLIENTE 1883;São Paulo;8312;01;000802;31/08/2020;01/07/2023;462637,9; R$ 18.812,90 ; R$ 17.838,99 ; R$ 480.476,89 
CLIENTE 1884;São Paulo;8312;01;000804;15/09/2020;01/07/2023;198147,42; R$ 221.789,85 ; R$ 205.227,20 ; R$ 403.374,62 
CLIENTE 1885;São Paulo;8312;01;000807;31/08/2020;01/07/2023;143388,75; R$ 457.929,49 ; R$ 437.430,59 ; R$ 580.819,34 
CLIENTE 1886;São Paulo;8312;01;000809;28/09/2020;01/07/2023;593516,87; R$ 94.802,41 ; R$ 90.692,80 ; R$ 684.209,67 
CLIENTE 1887;São Paulo;8312;01;000813;31/10/2020;01/07/2023;328450,05; R$ 133.446,18 ; R$ 123.684,50 ; R$ 452.134,55 
CLIENTE 1888;São Paulo;8312;01;000815;30/09/2020;01/07/2023;451391,52; R$ 33.564,35 ; R$ 32.072,31 ; R$ 483.463,83 
CLIENTE 1889;São Paulo;8312;01;000817;27/11/2020;01/07/2023;459537,3; R$ 25.759,00 ; R$ 24.739,58 ; R$ 484.276,88 
CLIENTE 1890;São Paulo;8312;01;000823;20/08/2020;01/07/2023;455869,72; R$ 33.246,98 ; R$ 31.339,32 ; R$ 487.209,04 
CLIENTE 1891;São Paulo;8312;01;000906;21/09/2020;01/07/2023;392266,98; R$ 67.157,45 ; R$ 63.240,76 ; R$ 455.507,74 
CLIENTE 1892;São Paulo;8312;01;000908;20/10/2020;01/07/2023;599859,31; R$ 183.588,41 ; R$ 170.158,80 ; R$ 770.018,11 
CLIENTE 1893;São Paulo;8312;01;000912;22/10/2020;01/07/2023;304324,43; R$ 170.950,02 ; R$ 163.033,32 ; R$ 467.357,75 
CLIENTE 1894;São Paulo;8312;01;000913;30/09/2020;01/07/2023;284982,84; R$ 149.060,42 ; R$ 140.847,64 ; R$ 425.830,48 
CLIENTE 1895;São Paulo;8312;01;000916;31/10/2020;01/07/2023;114759,73; R$ 321.470,50 ; R$ 308.463,73 ; R$ 423.223,46 
CLIENTE 1896;São Paulo;8312;01;000918;15/12/2020;01/07/2023;428769,01; R$ 52.593,61 ; R$ 50.726,12 ; R$ 479.495,13 
CLIENTE 1897;São Paulo;8312;01;000920;17/11/2020;01/07/2023;447352,96; R$ 35.523,64 ; R$ 34.055,28 ; R$ 481.408,24 
CLIENTE 1898;São Paulo;8312;01;001001;28/10/2020;01/07/2023;126777,64; R$ 378.413,65 ; R$ 355.077,48 ; R$ 481.855,12 
CLIENTE 1899;São Paulo;8312;01;001002;28/10/2020;01/07/2023;87359,15; R$ 329.935,98 ; R$ 310.145,97 ; R$ 397.505,12 
CLIENTE 1900;São Paulo;8312;01;001003;28/10/2020;01/07/2023;84605,16; R$ 326.549,00 ; R$ 307.006,75 ; R$ 391.611,91 
CLIENTE 1901;São Paulo;8312;01;001004;28/10/2020;01/07/2023;80906,47; R$ 322.000,38 ; R$ 302.790,86 ; R$ 383.697,33 
CLIENTE 1902;São Paulo;8312;01;001005;28/10/2020;01/07/2023;84605,16; R$ 326.549,00 ; R$ 307.006,75 ; R$ 391.611,91 
CLIENTE 1903;São Paulo;8312;01;001006;28/10/2020;01/07/2023;80906,47; R$ 322.000,38 ; R$ 302.790,86 ; R$ 383.697,33 
CLIENTE 1904;São Paulo;8312;01;001008;28/08/2020;01/07/2023;698097,87; R$ 111.685,74 ; R$ 106.058,19 ; R$ 804.156,06 
CLIENTE 1905;São Paulo;8312;01;001009;26/08/2020;01/07/2023;81577,3; R$ 522.295,44 ; R$ 475.283,27 ; R$ 556.860,57 
CLIENTE 1906;São Paulo;8312;01;001011;21/08/2020;01/07/2023;444697,67; R$ 32.445,60 ; R$ 30.575,48 ; R$ 475.273,15 
CLIENTE 1907;São Paulo;8312;01;001015;31/08/2020;01/07/2023;411300,75; R$ 52.050,17 ; R$ 49.911,28 ; R$ 461.212,03 
CLIENTE 1908;São Paulo;8312;01;001017;31/08/2020;01/07/2023;427286,93; R$ 36.493,35 ; R$ 34.557,66 ; R$ 461.844,59 
CLIENTE 1909;São Paulo;8312;01;001019;28/10/2020;01/07/2023;84605,16; R$ 326.549,00 ; R$ 307.006,75 ; R$ 391.611,91 
CLIENTE 1910;São Paulo;8312;01;001020;28/10/2020;01/07/2023;80906,47; R$ 322.000,38 ; R$ 302.790,86 ; R$ 383.697,33 
CLIENTE 1911;São Paulo;8312;01;001021;28/10/2020;01/07/2023;84605,16; R$ 326.549,00 ; R$ 307.006,75 ; R$ 391.611,91 
CLIENTE 1912;São Paulo;8312;01;001022;28/10/2020;01/07/2023;80906,46; R$ 322.000,38 ; R$ 302.790,86 ; R$ 383.697,32 
CLIENTE 1913;São Paulo;8312;01;001023;28/10/2020;01/07/2023;91186,57; R$ 334.642,97 ; R$ 314.508,65 ; R$ 405.695,22 
CLIENTE 1914;São Paulo;8312;01;001024;28/10/2020;01/07/2023;126777,64; R$ 378.413,65 ; R$ 355.077,48 ; R$ 481.855,12 
CLIENTE 1915;São Paulo;8312;01;001101;31/12/2020;01/07/2023;506022,8; R$ 25.799,42 ; R$ 24.608,05 ; R$ 530.630,85 
CLIENTE 1916;São Paulo;8312;01;001103;31/12/2020;01/07/2023;413560,19; R$ 21.085,24 ; R$ 20.111,56 ; R$ 433.671,75 
CLIENTE 1917;São Paulo;8312;01;001104;21/09/2020;01/07/2023;268234,52; R$ 157.672,64 ; R$ 148.663,72 ; R$ 416.898,24 
CLIENTE 1918;São Paulo;8312;01;001105;21/09/2020;01/07/2023;391764,17; R$ 68.473,73 ; R$ 65.138,26 ; R$ 456.902,43 
